,annotation,content,extras,label,Predictions
4877,"{'notes': '', 'label': ['1']}","I was belting out songs from ""Fiddler On The Roof"" and ""Rocky Horror Picture Show"".  I might have been a gay  Jewish man?",,1,1
4878,"{'notes': '', 'label': ['1']}","evilbeet  do u not feel that when u watch jon & kate plus 8 its fucking ""in ur face"" and purely advertisements?",,1,1
4879,"{'notes': '', 'label': ['1']}",jia..that is dead ass wrong,,1,1
4880,"{'notes': '', 'label': ['1']}",I should round house kick ur al qaeda lookin ass in the face with my flip flops!,,1,1
4881,"{'notes': '', 'label': ['1']}",ok! where is it then? send that bitch to me!! haha!,,1,1
4882,"{'notes': '', 'label': ['1']}","I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL",,1,1
4883,"{'notes': '', 'label': ['1']}",your ass needs to be in NYC for that shit!,,1,1
4884,"{'notes': '', 'label': ['1']}",Please do...anything from you my sexy bitch!,,1,1
4885,"{'notes': '', 'label': ['1']}",so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.,,1,1
4886,"{'notes': '', 'label': ['1']}",http://twitpic.com/t47m - Srsly  I hate it.,,1,1
4887,"{'notes': '', 'label': ['1']}",Turns out I hate shopping  too. Way too many sounds and smells. I just want to pee on everything.,,1,1
4888,"{'notes': '', 'label': ['1']}",Just had a big ass waffle breakfast and am catching up on games from 08,,1,1
4889,"{'notes': '', 'label': ['1']}",I DARE DAT ASS 2 SAY SUMTHAN ELSE STUPID U DA STUPID BITCH!,,1,1
4890,"{'notes': '', 'label': ['1']}",FUCK NO I AINT PARTYN LIK DAT JAYLA U STUPID,,1,1
4891,"{'notes': '', 'label': ['1']}",JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT,,1,1
4892,"{'notes': '', 'label': ['1']}",N HOW BOT BARBARA GOT ANGIE ASS GUH ME N TELA WAS LAUGHN 2 DAM HARD,,1,1
4893,"{'notes': '', 'label': ['1']}",Judge Chevere at the Daley Center..she's hispanic and a bad ass! Too bad i'd never want to go to law school..,,1,1
4894,"{'notes': '', 'label': ['1']}", you'll get through it and win in the end. FUCK THAT SHIT IN THE FACE (as ange sez)!,,1,1
4895,"{'notes': '', 'label': ['1']}",you're a bitch.,,1,1
4896,"{'notes': '', 'label': ['1']}",sucks to be you,,1,1
4897,"{'notes': '', 'label': ['1']}",I hate you so much.,,1,1
4898,"{'notes': '', 'label': ['1']}",and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off,,1,1
4899,"{'notes': '', 'label': ['1']}",He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.,,1,1
4900,"{'notes': '', 'label': ['1']}",Damn dude...,,1,1
4901,"{'notes': '', 'label': ['1']}",WOW YOUR A BAD ASS... HAHA,,1,1
4902,"{'notes': '', 'label': ['1']}",Yeah  and T-Mobile Germany offers unlimited Worldwide calling to other T-Mobile phones. USA only offers Nationwide. Sucks.,,1,1
4903,"{'notes': '', 'label': ['1']}",Scars on my face? Are you threatening me? I don't like liars  threats nor unexplained coincidences. Kindly fuck off!,,1,1
4904,"{'notes': '', 'label': ['1']}",DAMN IT EDDIE!,,1,1
4905,"{'notes': '', 'label': ['1']}",can u be a lamb & add a *gay* category to ur awards so I can nominate myself & others,,1,1
4906,"{'notes': '', 'label': ['1']}",yes...and they are about to be fucking DISOWNED. *grumble*,,1,1
4907,"{'notes': '', 'label': ['1']}",Well fuck yeah!!!! how about allston? @xdeartragedyo imma try the one in jersey @evry1 I got my 2day bamboozle tics today,,1,1
4908,"{'notes': '', 'label': ['1']}",uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.,,1,1
4909,"{'notes': '', 'label': ['1']}",we gonna make bklyn see what's up! Hell fucking yeah!,,1,1
4910,"{'notes': '', 'label': ['1']}",Savor my ass. ;-p,,1,1
4911,"{'notes': '', 'label': ['1']}",I'll be a crab ass with you. BAH HUMBUG!,,1,1
4912,"{'notes': '', 'label': ['1']}",damn damn damn James....,,1,1
4913,"{'notes': '', 'label': ['1']}",ok I don't care what @cyandle says about being PC bc that is SO queer. And ftr  my gay friends would say something worse! ;),,1,1
4914,"{'notes': '', 'label': ['1']}",yes yes  so gay.,,1,1
4915,"{'notes': '', 'label': ['1']}",SON OF A .... bitch! hahahahahahaha,,1,1
4916,"{'notes': '', 'label': ['1']}",i hate you.... you know why,,1,1
4917,"{'notes': '', 'label': ['1']}",u lucky whore!!!!!,,1,1
4918,"{'notes': '', 'label': ['1']}",A BAMF is a bad-ass mother f*cker.,,1,1
4919,"{'notes': '', 'label': ['1']}",Fuck that! I feel awful for you  having to wait out there!,,1,1
4920,"{'notes': '', 'label': ['1']}",damn i hate Ed Hardy,,1,1
4921,"{'notes': '', 'label': ['1']}",pig(s) !!! Wow - always thought you had plenty of space  but how many did you eat ?,,1,1
4922,"{'notes': '', 'label': ['1']}",was just joking...hate people who act that way,,1,1
4923,"{'notes': '', 'label': ['1']}",I do but I picture the fat guy in the leotard,,1,1
4924,"{'notes': '', 'label': ['1']}",damn that sucks,,1,1
4925,"{'notes': '', 'label': ['1']}",damn right,,1,1
4926,"{'notes': '', 'label': ['1']}",ur a huge loser did u know that? lol,,1,1
4927,"{'notes': '', 'label': ['1']}",i hate sewing. Period.,,1,1
4928,"{'notes': '', 'label': ['1']}",don't worry  karma is a one mean ass bitch. They'll get what's coming to them...,,1,1
4929,"{'notes': '', 'label': ['1']}",retard?,,1,1
4930,"{'notes': '', 'label': ['1']}",haha no gay stuff is good! cuz i tend to be attracted to females! haha jus chillen getting ready for work!,,1,1
4931,"{'notes': '', 'label': ['1']}",i hate u like miniature dogs hate people dressing them in t-shirts and little booties.,,1,1
4932,"{'notes': '', 'label': ['1']}",fuck u BIATCH!!!,,1,1
4933,"{'notes': '', 'label': ['1']}",I hate you.,,1,1
4934,"{'notes': '', 'label': ['1']}",fuck off,,1,1
4935,"{'notes': '', 'label': ['1']}",That was fucking hilarious... WIN,,1,1
4936,"{'notes': '', 'label': ['1']}",omg that fat dude should not be in leotards idk they made them that big lmao,,1,1
4937,"{'notes': '', 'label': ['1']}",damn u i wanted to see sexy lesbian porn lmao,,1,1
4938,"{'notes': '', 'label': ['1']}",@TitanLineAudio lol BJ's blow ass :P,,1,1
4939,"{'notes': '', 'label': ['1']}",Damn! This is deadly - keep em coming! :P,,1,1
4940,"{'notes': '', 'label': ['1']}",check it on your wii  whore.,,1,1
4941,"{'notes': '', 'label': ['1']}",No....Always been happy....never quite gay...,,1,0
4942,"{'notes': '', 'label': ['1']}",get them all out of the dome ....NOW damn it...,,1,1
4943,"{'notes': '', 'label': ['1']}",You'd be television slut.,,1,1
4944,"{'notes': '', 'label': ['1']}",I HATE that!,,1,1
4945,"{'notes': '', 'label': ['1']}",GO GIVE YOUR GAY LADYBOY HUSBAND AN OILY BODY MASSAGE WHY DON'T YOU. AND @yourscenesucks yes its true.,,1,1
4946,"{'notes': '', 'label': ['1']}",OMFG I HATE YOU IWANNA GO ON NEOPETS :'( WTFFFF. YOU HAVE EVERYTHING I WANT.,,1,1
4947,"{'notes': '', 'label': ['1']}",hate you so much,,1,1
4948,"{'notes': '', 'label': ['1']}",lmfao! See this why I can't fuck w u! U kno I'm dead offa that Al B Shep!....,,1,1
4949,"{'notes': '', 'label': ['1']}",LIKE HOW U SAY WHAT THE FUCK AND CLEAN IT UP WITH HECK LOL,,1,1
4950,"{'notes': '', 'label': ['1']}",Thai sucks too many peanuts,,1,1
4951,"{'notes': '', 'label': ['1']}",Wow! That sucks.,,1,1
4952,"{'notes': '', 'label': ['1']}",it was in reference to his gay suit,,1,1
4953,"{'notes': '', 'label': ['1']}",I hate them. So much.,,1,1
4954,"{'notes': '', 'label': ['1']}",i am  just so behind now . . it sucks.,,1,1
4955,"{'notes': '', 'label': ['1']}",Oh damn. Saw the trailer for Dark City&#8230; Looks gooood&#8230;,,1,1
4956,"{'notes': '', 'label': ['1']}",I'm sick of Tinkerbell. that bitch is making my movie life hell.,,1,1
4957,"{'notes': '', 'label': ['1']}",That really sucks. :(,,1,1
4958,"{'notes': '', 'label': ['1']}",every one laugh at the sad gay clown,,1,1
4959,"{'notes': '', 'label': ['1']}",fuck you  man. you can pick on garden state  but leave pushing daisies alone.,,1,1
4960,"{'notes': '', 'label': ['1']}",I hear you can cook your ASS off!!! =),,1,1
4961,"{'notes': '', 'label': ['1']}",damn your fat  you even got a turkey as your profile pic for good measure....,,1,1
4962,"{'notes': '', 'label': ['1']}",Tommy blows cock! lol,,1,1
4963,"{'notes': '', 'label': ['1']}",ah damn  ok,,1,1
4964,"{'notes': '', 'label': ['1']}",Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!,,1,1
4965,"{'notes': '', 'label': ['1']}",i didnt call in gay either. but my company donated 100 g's to support No on prop 8. ::shrug:: squaresies  i guess.,,1,1
4966,"{'notes': '', 'label': ['1']}",I hate Juno. That movie blows!,,1,1
4967,"{'notes': '', 'label': ['1']}",I don't care about his fucking kids.....I want JP's kids head on a plate.,,1,1
4968,"{'notes': '', 'label': ['1']}",fucking jp losman,,1,1
4969,"{'notes': '', 'label': ['1']}",Fuck you and your family.,,1,1
4970,"{'notes': '', 'label': ['1']}",damn.,,1,1
4971,"{'notes': '', 'label': ['1']}",@TheSoXRoXmAsTer aw shucks you guys...are gay.,,1,1
4972,"{'notes': '', 'label': ['1']}",Ugh. That truly sucks :(,,1,1
4973,"{'notes': '', 'label': ['1']}",A COMMUNIST FUCKING DICTATORSHIP! Fuck Che Guevara. And all the t-shirts with him on them and those that wear them.,,1,1
4974,"{'notes': '', 'label': ['1']}",You won't miss much.  Her husband is cheating  she's pregnant  he's an ax murderer  her son is gay. That's pretty much the soaps,,1,1
4975,"{'notes': '', 'label': ['1']}",ah shit that sucks!,,1,1
4976,"{'notes': '', 'label': ['1']}",antlers. nah  fuck that. they look stupid and extend the paradigm of happiness seasons fucking greetings etc etc,,1,1
4977,"{'notes': '', 'label': ['1']}",that does sound gay. I never had that in year 12. And thanks!,,1,1
4978,"{'notes': '', 'label': ['1']}",yea dani thats kind of gay sorry to tel u lol,,1,1
4979,"{'notes': '', 'label': ['1']}",band nerd alert!! Lol,,1,1
4980,"{'notes': '', 'label': ['1']}",LMFAOOOOO. and he looks emo now? i'd believe it.,,1,1
4981,"{'notes': '', 'label': ['1']}",oh. yeah. no loving for nikki. poor nikki. she's too emo.,,1,1
4982,"{'notes': '', 'label': ['1']}",ITS GROSS. AND NOT NEEDED. I HATE IT! LMFAOOO.,,1,1
4983,"{'notes': '', 'label': ['1']}",FUCK AT&T!,,1,1
4984,"{'notes': '', 'label': ['1']}",damn yo I did!,,1,1
4985,"{'notes': '', 'label': ['1']}",Dick through brains,,1,1
4986,"{'notes': '', 'label': ['1']}",then eat  ass! Don't eat ass though  just eat...you ass,,1,0
4987,"{'notes': '', 'label': ['1']}",lol ur whale penis,,1,1
4988,"{'notes': '', 'label': ['1']}",I know there's a bottle of bourbon in that house. Hit that shit! Tap dat ass!,,1,1
4989,"{'notes': '', 'label': ['1']}",That is bad ass.,,1,0
4990,"{'notes': '', 'label': ['1']}",nerd!,,1,1
4991,"{'notes': '', 'label': ['1']}",DAMN.,,1,1
4992,"{'notes': '', 'label': ['1']}",Ouch.  That sucks!!,,1,1
4993,"{'notes': '', 'label': ['1']}",good! i hate digg...it's way too gamed,,1,1
4994,"{'notes': '', 'label': ['1']}",Hmm...gay marriage is a subset of gay rights  but they are not different animals entirely.,,1,1
4995,"{'notes': '', 'label': ['1']}",ouch that sucks..,,1,1
4996,"{'notes': '', 'label': ['1']}",i saw you had this thing so i made one too. loser i know ha,,1,1
4997,"{'notes': '', 'label': ['1']}",thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D,,1,1
4998,"{'notes': '', 'label': ['1']}",sigh.. I can telw you because altho you'll laugh at me at least you won't think I'm a freak or tell anyone.,,1,1
4999,"{'notes': '', 'label': ['1']}",dawns a Fucking twat and @occultclassic that is the best song on the album,,1,1
5000,"{'notes': '', 'label': ['1']}",damn yeah,,1,1
5001,"{'notes': '', 'label': ['1']}",why do you eat so much you fat bastard,,1,1
5002,"{'notes': '', 'label': ['1']}",lol. I know  she's a mess. But ya ass was not getting up.,,1,1
5003,"{'notes': '', 'label': ['1']}",Then I would be gay and I would kill myself. Don't become a boy  please.,,1,1
5004,"{'notes': '', 'label': ['1']}",yeah those darn gay alarms at CVS.....,,1,1
5005,"{'notes': '', 'label': ['1']}",yeah  im pissed. liek my body is tired  but my brain isnt  or is it the other way around? fuck idk anymore,,1,1
5006,"{'notes': '', 'label': ['1']}",Yea that is some BS! I HATE MESS LIKE THAT!,,1,1
5007,"{'notes': '', 'label': ['1']}",OMG  you fucking got them didnt you?!?!?! I'm so jealous!!!!,,1,1
5008,"{'notes': '', 'label': ['1']}",oh yeah! Radios powered by pork fat!,,1,1
5009,"{'notes': '', 'label': ['1']}",Go back to your pork fat radio!,,1,1
5010,"{'notes': '', 'label': ['1']}",was it the Nigella coca cola ham? that pig rocks!,,1,1
5011,"{'notes': '', 'label': ['1']}","Fuck that shit. I told people... ""DON'T MAKE THAT ACCOUNT!"" and someone had to do it. Fuck that shit.",,1,1
5012,"{'notes': '', 'label': ['1']}",hey  fuck you &lt;3,,1,1
5013,"{'notes': '', 'label': ['1']}",that song is so emo to me,,1,1
5014,"{'notes': '', 'label': ['1']}",ikr? It's so fucking gross. GET ONLINE AND SAVE YOURSELF FROM THE 'TARDFULNESS.,,1,1
5015,"{'notes': '', 'label': ['1']}",the punk ass pistons?,,1,1
5016,"{'notes': '', 'label': ['1']}",ur smater than me then. last year  i was out on nye sick as fuck. came home with pneumonia,,1,1
5017,"{'notes': '', 'label': ['1']}",FUCK YEA! THX! Id like to thank all my influences from my grandma (rip) to Sam L.  id also like to thank myself for being great!,,1,1
5018,"{'notes': '', 'label': ['1']}",LMAO!! Hot sauce indeed!  but sheeeeit. you can take a picture of @shaydechelle wrapped in ME! fuck the dumb lol,,1,1
5019,"{'notes': '', 'label': ['1']}",yeah and its really cute that i filmed two weddings that need to be edited and I CANT because my uncle sucks hard.,,1,1
5020,"{'notes': '', 'label': ['1']}",ARGH!  I hate that too!,,1,1
5021,"{'notes': '', 'label': ['1']}",gah!  Damn you spoilers!  I'm only on season threeeeee!,,1,1
5022,"{'notes': '', 'label': ['1']}",Oh man...that sucks!,,1,1
5023,"{'notes': '', 'label': ['1']}",whooo.  did you have to choke a bitch?,,1,1
5024,"{'notes': '', 'label': ['1']}",i hate u! Jk.. But u can keep it.,,1,1
5025,"{'notes': '', 'label': ['1']}",she took $60 from me  $50 from my sis 2 separate nights.  She says her stuff was jacked too.  Don't buy it. Betrayal sucks.,,1,1
5026,"{'notes': '', 'label': ['1']}",You're still alive? Well  damn  I just lost a bet.,,1,1
5027,"{'notes': '', 'label': ['1']}",way to not text me back DICK. :P,,1,1
5028,"{'notes': '', 'label': ['1']}",fuck yeah they do!,,1,1
5029,"{'notes': '', 'label': ['1']}",holy fuck.,,1,1
5030,"{'notes': '', 'label': ['1']}",i got the whale too.  :(,,1,1
5031,"{'notes': '', 'label': ['1']}",damn.. maybe ur next twitmance will be whole ass..,,1,1
5032,"{'notes': '', 'label': ['1']}",sucks 2 b washed up.. gangstas paradise was the shit,,1,1
5033,"{'notes': '', 'label': ['1']}",aw dammit  I meant to call @graemem a lame-duck Scotsman. Thanks for fixing my lame-ass miss of a joke!,,1,1
5034,"{'notes': '', 'label': ['1']}",@hermanos @jamessime wow I totally know that fine line between love and hate! #dead_by_january_i_didnt_sign_up_for_this_shit,,1,1
5035,"{'notes': '', 'label': ['1']}",I never watch those show or even read the lists because they invariably piss me off.,,1,1
5036,"{'notes': '', 'label': ['1']}",he's a retard. shouldnt he be old enough to know to not  be so damn nosy and butt in on peoples relationship.,,1,1
5037,"{'notes': '', 'label': ['1']}",Just keep your head up...you kick so much ass...,,1,1
5038,"{'notes': '', 'label': ['1']}",I didn't call her fat at all! Keep your fucking nose out of other peoples business!,,1,1
5039,"{'notes': '', 'label': ['1']}","oooooooohhhhhhh sh*t! Damn where all the white women at! Come on! Hahaha (so is that why celebs ""crossover"" when they make it)",,1,1
5040,"{'notes': '', 'label': ['1']}",ah damn.,,1,1
5041,"{'notes': '', 'label': ['1']}",I hate those fucking hash tags.,,1,1
5042,"{'notes': '', 'label': ['1']}",some loser had already. He did Daniel by elton john,,1,1
5043,"{'notes': '', 'label': ['1']}",A pussy on my cock on my pussy  if you wanna take it further. ;),,1,1
5044,"{'notes': '', 'label': ['1']}",I've been called a pig  if that helps. Recently  even,,1,1
5045,"{'notes': '', 'label': ['1']}",damn you.,,1,1
5046,"{'notes': '', 'label': ['1']}",Hahaha!  Well take care then. We would hate to lose you to your homeland anyways.  Come back safe!,,1,1
5047,"{'notes': '', 'label': ['1']}",and you're a smug cunt  so it must be true!,,1,1
5048,"{'notes': '', 'label': ['1']}",fuck yo moustache you young ass nigga. Step yo beard game up,,1,1
5049,"{'notes': '', 'label': ['1']}",I might get in a snowball fight out this bitch!,,1,1
5050,"{'notes': '', 'label': ['1']}",what if it could be all 3 that would stink on 2 levels  but I bet it is a fat bonus  or ur picking up his backyard,,1,1
5051,"{'notes': '', 'label': ['1']}",newegg.com.... once u know  u new egg.... can get a 500 gig for fucking 30 bucks on there,,1,1
5052,"{'notes': '', 'label': ['1']}",a semicolon sounds like some sort of gay sex act gone wrong,,1,1
5053,"{'notes': '', 'label': ['1']}","I hate it when you get ""blue"" teeth. LOL",,1,1
5054,"{'notes': '', 'label': ['1']}",hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in,,1,1
5055,"{'notes': '', 'label': ['1']}", Damn :(,,1,1
5056,"{'notes': '', 'label': ['1']}",...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.,,1,1
5057,"{'notes': '', 'label': ['1']}", damn 'reply' button ... -.-,,1,1
5058,"{'notes': '', 'label': ['1']}",agreed.  UGO sucks ass,,1,1
5059,"{'notes': '', 'label': ['1']}",it's the damn music  ugh  terrible!,,1,0
5060,"{'notes': '', 'label': ['1']}",Also  you are not Canadian  fuck.,,1,1
5061,"{'notes': '', 'label': ['1']}",yeah... it sucks...,,1,1
5062,"{'notes': '', 'label': ['1']}",i hate those DIY post office things here in #ALB. no matter what the lines are still insane.,,1,1
5063,"{'notes': '', 'label': ['1']}",rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.,,1,1
5064,"{'notes': '', 'label': ['1']}",I hate chris,,1,1
5065,"{'notes': '', 'label': ['1']}",u know what................. ima put jourdan on your ass.,,1,1
5066,"{'notes': '', 'label': ['1']}",omg that so fucking sucks,,1,1
5067,"{'notes': '', 'label': ['1']}",fuck. :( &lt;3,,1,1
5068,"{'notes': '', 'label': ['1']}",this sucks ass!,,1,1
5069,"{'notes': '', 'label': ['1']}",fuck yo couch! In yo face!,,1,1
5070,"{'notes': '', 'label': ['1']}",FIRE HIM!!!!!!  lol lame ass mofo....,,1,1
5071,"{'notes': '', 'label': ['1']}",get your ass here !!!,,1,1
5072,"{'notes': '', 'label': ['1']}",Nuno Bettencourt ftw. Damn!,,1,1
5073,"{'notes': '', 'label': ['1']}",Fat ass!,,1,1
5074,"{'notes': '', 'label': ['1']}",and most of them are ugly and fat..lol,,1,1
5075,"{'notes': '', 'label': ['1']}",i couldnt agree more. HATE sandra lee!,,1,1
5076,"{'notes': '', 'label': ['1']}",i'm ok  now  darlin :)  i just hate my body sometimes.  it hurts me when it's most inconvenient.  i'll be ok... :) thank youuu,,1,1
5077,"{'notes': '', 'label': ['1']}",http://twitpic.com/taap - fat.,,1,1
5078,"{'notes': '', 'label': ['1']}",http://twitpic.com/v2mo - lol.. hate u both..,,1,1
5079,"{'notes': '', 'label': ['1']}",http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,,1,1
5080,"{'notes': '', 'label': ['1']}",awwwwz poor little emo girl,,1,1
5081,"{'notes': '', 'label': ['1']}",Damn skippy.,,1,1
5082,"{'notes': '', 'label': ['1']}",that sucks. People are stupid.,,1,1
5083,"{'notes': '', 'label': ['1']}",hate you both!!,,1,1
5084,"{'notes': '', 'label': ['1']}",hate u,,1,1
5085,"{'notes': '', 'label': ['1']}",Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!,,1,1
5086,"{'notes': '', 'label': ['1']}",it is not only terrible... it really sucks.,,1,1
5087,"{'notes': '', 'label': ['1']}",AND DAMN I JUST LOST /AGAIN/.,,1,1
5088,"{'notes': '', 'label': ['1']}",dude that sucks!,,1,1
5089,"{'notes': '', 'label': ['1']}",if anyone's a loser  it's YOU.,,1,1
5090,"{'notes': '', 'label': ['1']}",lol whore bath...funny.,,1,1
5091,"{'notes': '', 'label': ['1']}",Fat Boys have a new song?!,,1,1
5092,"{'notes': '', 'label': ['1']}",A gay couple getting married in NYC isn't going to change anyone's idea about marriage. Divorce has redefined marriage.,,1,1
5093,"{'notes': '', 'label': ['1']}",Heores Season 2 sucked! Full of emo shit!,,1,1
5094,"{'notes': '', 'label': ['1']}",I LOVE Pocoyo!...because I'm a freak!,,1,1
5095,"{'notes': '', 'label': ['1']}",i hate you.,,1,1
5096,"{'notes': '', 'label': ['1']}",i didn't laugh  fag.,,1,1
5097,"{'notes': '', 'label': ['1']}",Pretty sure it's CO2 and H2O produces sugar  but damn that was a long time ago,,1,1
5098,"{'notes': '', 'label': ['1']}",Well that sucks.,,1,1
5099,"{'notes': '', 'label': ['1']}",lmfao! bad ass!,,1,1
5100,"{'notes': '', 'label': ['1']}",wow. your dad looks like a total bad ass!,,1,1
5101,"{'notes': '', 'label': ['1']}",You coming to work today  E? I know it's Gay Day and all. I wasn't sure if you were gay or just running late.,,1,1
5102,"{'notes': '', 'label': ['1']}",Damn if TJ doesn't like your music  it must really suck. This guy will cosign anything,,1,1
5103,"{'notes': '', 'label': ['1']}",old ass nigga!,,1,1
5104,"{'notes': '', 'label': ['1']}",they stole my slogan!!! I hate them for that!,,1,1
5105,"{'notes': '', 'label': ['1']}",That happens here in MD too. People totally freak!,,1,1
5106,"{'notes': '', 'label': ['1']}",bitch... lol jk,,1,1
5107,"{'notes': '', 'label': ['1']}",why would i accuse you  im SUPER FUCKING JESLOUS OF YOU,,1,1
5108,"{'notes': '', 'label': ['1']}",kiss my icecubes formerly known as my ass cheeks.,,1,1
5109,"{'notes': '', 'label': ['1']}",that sucks balls!,,1,1
5110,"{'notes': '', 'label': ['1']}",I hate that too!!,,1,1
5111,"{'notes': '', 'label': ['1']}",NERD!,,1,1
5112,"{'notes': '', 'label': ['1']}",YOU KNOW IT BITCH. :D,,1,1
5113,"{'notes': '', 'label': ['1']}",No God no. Fuck no. Fucking fuck god no.,,1,1
5114,"{'notes': '', 'label': ['1']}",Gypsy bitch!!!!!,,1,1
5115,"{'notes': '', 'label': ['1']}",LMAO!! I seen that  that dude was mad angry... then got his ass beat,,1,1
5116,"{'notes': '', 'label': ['1']}",fuck you shane lol,,1,1
5117,"{'notes': '', 'label': ['1']}",oooh that sucks. ibuprofin,,1,1
5118,"{'notes': '', 'label': ['1']}",enak aja! nick carter ga gay!!,,1,1
5119,"{'notes': '', 'label': ['1']}",ohlala dago ktny tmpt nongkrong gay :D,,1,1
5120,"{'notes': '', 'label': ['1']}",@BikerSwag damn! No kidding!,,1,1
5121,"{'notes': '', 'label': ['1']}",Man  fuck Alton-Darby.,,1,1
5122,"{'notes': '', 'label': ['1']}",Sigh. Fuck 4chan.,,1,1
5123,"{'notes': '', 'label': ['1']}",haha I always say that! Girl or not  I too can rock out with my cock out! Hah,,1,1
5124,"{'notes': '', 'label': ['1']}",I hate em..,,1,1
5125,"{'notes': '', 'label': ['1']}",He's so fucking annoying. I would just tell him fuck off and it's his fault he has an unverified address &gt;:/,,1,1
5126,"{'notes': '', 'label': ['1']}",yeah and I am the man in the relationship @kRockXP your my bitch.,,1,1
5127,"{'notes': '', 'label': ['1']}",D:!  That's horrible  ;__; This sucks.,,1,1
5128,"{'notes': '', 'label': ['1']}",fuck off dude  don't waste my time  damn spam users again ...,,1,1
5129,"{'notes': '', 'label': ['1']}",fuck off dude  don't waste my time...,,1,1
5130,"{'notes': '', 'label': ['1']}",you own a gun? remind me not to piss you off anymore.,,1,1
5131,"{'notes': '', 'label': ['1']}",FUCK FUCK FUCK FUCK BIIAAAATCH!,,1,1
5132,"{'notes': '', 'label': ['1']}",damn straight :),,1,1
5133,"{'notes': '', 'label': ['1']}",damn you hater!  lol,,1,1
5134,"{'notes': '', 'label': ['1']}",OMG your so MEAN .. really really mean +_+  i hate you .. hifftt,,1,1
5135,"{'notes': '', 'label': ['1']}",cunt? Whore?? Lololol,,1,1
5136,"{'notes': '', 'label': ['1']}",fuck u and ur fucking break =/,,1,1
5137,"{'notes': '', 'label': ['1']}",wow   that sucks.,,1,1
5138,"{'notes': '', 'label': ['1']}",LIES! I HATE HIM!,,1,1
5139,"{'notes': '', 'label': ['1']}",damn straight,,1,1
5140,"{'notes': '', 'label': ['1']}",I hate you so much you stupid New York... douche. bagel.,,1,1
5141,"{'notes': '', 'label': ['1']}",I wish I could punch you square in the face. that's how much I hate you right now.,,1,1
5142,"{'notes': '', 'label': ['1']}",you are a twitter/last.fm whore! :P,,1,1
5143,"{'notes': '', 'label': ['1']}",Doh!  That sucks!,,1,1
5144,"{'notes': '', 'label': ['1']}",i hate you for both those statements. lol,,1,1
5145,"{'notes': '', 'label': ['1']}",fuck up foo.,,1,1
5146,"{'notes': '', 'label': ['1']}",i REALLY hate you,,1,1
5147,"{'notes': '', 'label': ['1']}",ur gay? me. u. mall. shopping!,,1,1
5148,"{'notes': '', 'label': ['1']}",God damn it  Louis!,,1,1
5149,"{'notes': '', 'label': ['1']}",Nerd alert!,,1,1
5150,"{'notes': '', 'label': ['1']}",SHUT THE FUCK UP! What?! Why does Micky Rouke have ur #?,,1,1
5151,"{'notes': '', 'label': ['1']}",Freak.,,1,1
5152,"{'notes': '', 'label': ['1']}",VTU  SUCKS &gt;.&lt;,,1,1
5153,"{'notes': '', 'label': ['1']}",8 fucking am.,,1,1
5154,"{'notes': '', 'label': ['1']}",HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!,,1,1
5155,"{'notes': '', 'label': ['1']}",i hate pret,,1,1
5156,"{'notes': '', 'label': ['1']}",That sucks!,,1,1
5157,"{'notes': '', 'label': ['1']}",jealousy makes me hate you now hahaha,,1,1
5158,"{'notes': '', 'label': ['1']}",And I HATE gangsters &gt;.&gt;,,1,1
5159,"{'notes': '', 'label': ['1']}",haha no I'm just trying to fuck with him,,1,1
5160,"{'notes': '', 'label': ['1']}",i hate u,,1,1
5161,"{'notes': '', 'label': ['1']}",i hate u. looooooool,,1,1
5162,"{'notes': '', 'label': ['1']}",Lolol well i hate u. K thx &lt;3,,1,1
5163,"{'notes': '', 'label': ['1']}",I will super hero my ass out there and blow the tire up myself!!!,,1,1
5164,"{'notes': '', 'label': ['1']}",that sucks big time.,,1,1
5165,"{'notes': '', 'label': ['1']}",damn!! *goes off to call God*,,1,1
5166,"{'notes': '', 'label': ['1']}",FOR REAL!!!! I NEED TO JUST STOP!!!! REALLY!!!! FUCK!!!!!,,1,1
5167,"{'notes': '', 'label': ['1']}",gotta hate that shit,,1,1
5168,"{'notes': '', 'label': ['1']}",So you were a geek and gay at a very young age ;),,1,1
5169,"{'notes': '', 'label': ['1']}",You fucking rock =),,1,1
5170,"{'notes': '', 'label': ['1']}",yeah  it sucks :(,,1,1
